number of query genes: 152
hit	support	identity	queries
NCU01017-t26_1 (hypothetical protein)	6	new	NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1
NCU02118-t26_1 (palmitoyltransferase pfa4)	6	new	NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05798-t26_1, NCU00821-t26_1
NCU04653-t26_1 (LCCL domain-containing protein)	6	new	NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU02558-t26_1
NCU02110-t26_1 (NADPH oxidase 1)	6	query	NCU00881-t26_1, NCU00881-t26_2, NCU04732-t26_1, NCU02811-t26_1, NCU03132-t26_1, NCU02988-t26_1
NCU03486-t26_2 (hypothetical protein, variant 1)	6	new	NCU06419-t26_1, NCU02175-t26_1, NCU09244-t26_1, NCU09245-t26_1, NCU01463-t26_1, NCU00832-t26_1
NCU03486-t26_1 (hypothetical protein)	6	new	NCU06419-t26_1, NCU02175-t26_1, NCU09244-t26_1, NCU09245-t26_1, NCU01463-t26_1, NCU00832-t26_1
NCU00321-t26_1 (hypothetical protein)	6	query	NCU07191-t26_1, NCU07192-t26_1, NCU02811-t26_1, NCU03132-t26_1, NCU09307-t26_1, NCU02086-t26_1
NCU08433-t26_1 (hypothetical protein)	6	query	NCU05648-t26_1, NCU05834-t26_1, NCU12068-t26_1, NCU12067-t26_1, NCU11172-t26_1, NCU04122-t26_1
NCU05648-t26_1 (hypothetical protein)	6	query	NCU03132-t26_1, NCU09337-t26_1, NCU09307-t26_1, NCU03035-t26_1, NCU05798-t26_1, NCU08433-t26_1
NCU08747-t26_1 (monooxygenase)	6	new	NCU08224-t26_1, NCU07353-t26_1, NCU04928-t26_1, NCU06326-t26_1, NCU05126-t26_1, NCU05188-t26_1
NCU00696-t26_1 (SH3 domain-containing protein)	5	new	NCU04645-t26_1, NCU02175-t26_1, NCU09244-t26_1, NCU09245-t26_1, NCU02950-t26_1
NCU10529-t26_1 (hypothetical protein)	5	new	NCU04645-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02950-t26_1, NCU04847-t26_1
NCU05685-t26_1 (hypothetical protein)	5	new	NCU04645-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU05917-t26_1
NCU03138-t26_1 (transcription initiation factor-3)	5	new	NCU04645-t26_1, NCU05836-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU02558-t26_1
NCU16722-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU09825-t26_1 (DNA repair-21)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01463-t26_1
NCU02539-t26_1 (cell division control protein 54)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU09543-t26_1 (PQ loop repeat protein)	5	new	NCU05836-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU02808-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU05917-t26_1
NCU06088-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU03315-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU00170-t26_1 (DnaJ domain-containing protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU00301-t26_1 (Sas10/Utp3 family protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU07070-t26_1 (ATP-dependent RNA helicase dbp-9)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU09657-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU07409-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU05917-t26_1
NCU01104-t26_1 (ATP-dependent RNA helicase MSS116)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU02468-t26_1 (longevity-assurance protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU09764-t26_1
NCU07430-t26_1 (MADS box protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU04131-t26_1 (kinetochore protein-12)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU02002-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU07329-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU10155-t26_1 (DNA polymerase epsilon subunit B)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU08295-t26_1 (RNA-binding La domain-containing protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU07731-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU04609-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU09100-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01463-t26_1
NCU07262-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU01016-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU08663-t26_1 (nonsense-mediated mRNA decay protein 3)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU03363-t26_1 (FRQ-interacting RNA helicase)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU10185-t26_1 (tRNA isopentenyltransferase-1)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU07041-t26_1 (ribosome biogenesis-46)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU00415-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU00092-t26_1 (rRNA-processing protein efg-1)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU04646-t26_1 (DNA primase large subunit)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01463-t26_1
NCU09221-t26_1 (zinc finger transcription factor-8)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01463-t26_1
NCU03794-t26_1 (periodic tryptophan protein 2)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU03824-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU07482-t26_1 (uracil-DNA glycosylase)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU05798-t26_1
NCU04321-t26_1 (Mrc1-like-1)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU16888-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU02950-t26_1
NCU06409-t26_1 (ribosome biogenesis-51)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU06854-t26_1 (RuvB-like helicase 2)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU06130-t26_1
NCU04017-t26_1 (heterochromatin protein 1)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU00133-t26_1 (FACT complex subunit pob-3)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01463-t26_1
NCU06980-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU09516-t26_1 (DNA repair protein rad-5)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU09106-t26_1 (clockswitch protein CSW-1)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU08741-t26_1 (Hyphal anastamosis protein 3)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU00151-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU06168-t26_1 (diphthamide biosynthesis protein 2)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU09065-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01463-t26_1
NCU00690-t26_1 (tRNA-processing-1)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU02467-t26_1 (small nuclear ribonucleoprotein-19)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01463-t26_1
NCU01245-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU03964-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU04018-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01463-t26_1
NCU03217-t26_1 (MRS7 family protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU06130-t26_1
NCU00038-t26_1 (zinc finger transcription factor-32)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU07922-t26_1 (elongation factor 3)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU07296-t26_1 (serine/threonine-protein kinase orb6)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU06654-t26_1 (DNA repair-16)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU07936-t26_1 (NMDA receptor-regulated protein 1)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU09303-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU01006-t26_1 (complex I intermediate-associated protein CIA84)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU09352-t26_1 (far upstream element-binding protein 2)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU06130-t26_1
NCU01323-t26_1 (cohesin complex subunit)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU01554-t26_1 (JmjC domain-containing protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU10311-t26_1 (mitochondrial ribosomal protein subunit S4)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU04136-t26_1 (transcription initiation factor-7)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01463-t26_1
NCU01143-t26_1 (DEAD/DEAH box helicase)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU07988-t26_1 (ATPase-10)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU04198-t26_1 (chromatin assembly-1 protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
NCU11372-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU00406-t26_1 (protein kinase CHM1)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU01637-t26_1 (U4/U6 small nuclear ribonucleoprotein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU03998-t26_1 (adaptor protein complex 3 Mu3A)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU04423-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU01780-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU03555-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU09861-t26_1 (serine-threonine protein phosphatase-6)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU00199-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU08317-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
NCU09879-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1
NCU04606-t26_2 (pre-mRNA splicing factor, variant 1)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU06355-t26_1 (Karyopherin)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU06308-t26_1 (DNA-directed RNA polymerase)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU05617-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU07330-t26_1 (endosome-3)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1, NCU00832-t26_1
NCU09643-t26_1 (phosphatidate cytidylyltransferase)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU04152-t26_1 (defective in methylation-7 protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
NCU09482-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU05917-t26_1
NCU03890-t26_1 (stromal membrane-associated protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU04104-t26_1 (nuclear division-43)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01463-t26_1
NCU02587-t26_1 (RNA polymerase transcription factor-2)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU01805-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU07528-t26_2 (tRNA-pseudouridine synthase-1)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU02367-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01463-t26_1
NCU07984-t26_1 (nuclear division-42)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU00821-t26_1
NCU06217-t26_1 (nucleolar protein 4)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU06461-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU08365-t26_1 (RNA polymerase-31)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
NCU07571-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01463-t26_1
NCU00134-t26_1 (exportin-T)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU07481-t26_1 (morphogenesis protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU06481-t26_1 (DNA ligase)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1, NCU00821-t26_1
NCU04826-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU09903-t26_1 (elongation factor 3-2)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU06762-t26_1 (alpha-1,6-mannosyltransferase subunit)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU06539-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU03115-t26_2 (spa2-like protein, variant 1)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU03115-t26_1 (spa2-like protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU10810-t26_1 (mRNA splicing protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
NCU02161-t26_1 (CEN-T)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU07587-t26_1 (Swi6)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU05635-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU03986-t26_1 (DNA-directed RNA polymerase III largest subunit)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU06227-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU05062-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU09244-t26_1, NCU09245-t26_1
NCU06309-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU05802-t26_1 (ATP-dependent RNA helicase A)	5	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU07588-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU10258-t26_1 (transcription factor)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU04665-t26_1 (hypothetical protein)	5	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU01463-t26_1
NCU06540-t26_1 (topisomerase II associated protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02558-t26_1, NCU00821-t26_1
NCU06182-t26_1 (MAPKK kinase)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU01463-t26_1
NCU01303-t26_1 (hypothetical protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU02558-t26_1
NCU08403-t26_1 (hypothetical protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU01463-t26_1
NCU03786-t26_1 (serine/threonine protein phosphatase 2A)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU01463-t26_1
NCU04113-t26_1 (hypothetical protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU01463-t26_1
NCU05273-t26_1 (Vps52/Sac2 family protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU02558-t26_1
NCU05199-t26_1 (hypothetical protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU01098-t26_1, NCU00821-t26_1
NCU01366-t26_2 (hypothetical protein, variant 1)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU00821-t26_1
NCU07383-t26_1 (transcriptional regulator-3)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU02558-t26_1
NCU09449-t26_1 (hypothetical protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU05917-t26_1, NCU02558-t26_1
NCU09130-t26_1 (hypothetical protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU02558-t26_1
NCU00621-t26_1 (TORC1 growth control complex subunit Kog1)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1, NCU00821-t26_1
NCU07301-t26_2 (hypothetical protein, variant 1)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU01463-t26_1
NCU07301-t26_1 (hypothetical protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU01463-t26_1
NCU01208-t26_1 (hypothetical protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU03035-t26_1
NCU08682-t26_1 (stress response protein nst-1)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU01098-t26_1
NCU01255-t26_1 (mitochondrial dynamin GTPase)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU02558-t26_1
NCU01599-t26_1 (hypothetical protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU02558-t26_1
NCU01249-t26_1 (importin alpha subunit)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU02418-t26_1 (hypothetical protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU01463-t26_1
NCU04761-t26_1 (hypothetical protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01463-t26_1
NCU11222-t26_1 (hypothetical protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU02558-t26_1
NCU04838-t26_1 (BTB domain and ankyrin repeat containing protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU09860-t26_2 (telomere silencing protein Zds1, variant 1)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU00821-t26_1
NCU09860-t26_1 (telomere silencing protein Zds1)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU00821-t26_1
NCU04335-t26_1 (protein kinase)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU00821-t26_1
NCU02276-t26_1 (transcriptional activator spt7)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU02558-t26_1
NCU02689-t26_1 (LIM and Rho-GAP domain-containing protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU01098-t26_1
NCU00978-t26_1 (checkpoint protein kinase)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU01463-t26_1
NCU05750-t26_1 (ribonuclease H-2)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU05917-t26_1
NCU02524-t26_1 (rho GAP domain-containing protein)	5	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01098-t26_1
